State,Agency Type,Agency Name,Population1,Assault Offenses,Aggravated Assault,Simple Assault,Intimidation,Kidnapping/ Abduction,Sex Offenses,Rape,Sodomy,Fondling,"Sex Offenses, Nonforcible",Statutory Rape,Arson,Burglary/ Breaking & Entering,Counter- feiting/ Forgery,Destruction/ Damage/ Vandalism,Embezzle- ment,Fraud Offenses,False Pretenses/ Swindle/ Confidence Game,Credit Card/ Automated Teller Machine Fraud,Imperson- ation,Wire Fraud,Larceny- Theft Offenses,Purse- snatching,Shop- lifting,Theft From Building,Theft From Coin- operated Machine,Theft From Motor Vehicle,Theft of Motor Vehicle Parts or Accessories,All Other Larceny,Motor Vehicle Theft,Robbery,Stolen Property Offenses ,Drug/ Narcotic Offenses,Drug/ Narcotic Violations,Drug Equipment Violations,Porno- graphy/ Obscene Material,Weapon Law Violations,Total Offenses
MISSOURI,Cities,Oak Grove,7834.0,64.0,4.0,60.0,11.0,2.0,12.0,2.0,1.0,9.0,2.0,2.0,1.0,26.0,11.0,67.0,2.0,17.0,4.0,6.0,7.0,2.0,191.0,2.0,75.0,6.0,1.0,48.0,14.0,47.0,10.0,2.0,2.0,146.0,76.0,70.0,2.0,3.0,982.0
MISSOURI,Cities,Pilot Knob,745.0,50.0,8.0,33.0,11.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,25.5,5.0,38.0,2.0,13.0,6.0,6.0,4.0,2.0,73.0,2.0,10.0,13.0,1.0,14.0,4.0,37.0,6.0,3.0,3.0,34.0,25.0,12.0,2.0,4.0,0.0
MISSOURI,Cities,Smithville,8563.0,96.0,13.0,83.0,11.0,2.0,6.0,3.0,2.0,3.0,2.0,2.0,2.0,16.0,5.0,57.0,2.0,12.0,6.0,4.0,8.0,2.0,78.0,2.0,8.0,3.0,1.0,40.0,2.0,25.0,5.0,3.0,3.0,55.0,29.0,26.0,2.0,4.0,581.0
MISSOURI,Cities,St. Charles,66723.0,674.0,70.0,582.0,22.0,15.0,26.0,7.0,11.0,8.0,6.0,6.0,16.0,224.0,60.0,914.0,2.0,124.0,35.0,71.0,17.0,1.0,1682.0,3.0,168.0,334.0,6.0,509.0,55.0,599.0,67.0,24.0,28.0,355.0,176.0,179.0,4.0,49.0,7139.0
MISSOURI,Cities,St. Peters,53364.0,588.0,99.0,457.0,32.0,4.0,23.0,6.0,4.0,13.0,5.0,5.0,9.0,116.0,49.0,411.0,31.0,98.0,1.0,48.0,49.0,2.0,1257.0,2.0,516.0,156.0,1.0,199.0,120.0,266.0,27.0,14.0,30.0,754.0,388.0,366.0,5.0,37.0,6185.0
MISSOURI,Cities,Sturgeon,890.0,50.0,8.0,33.0,11.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,25.5,5.0,38.0,2.0,13.0,6.0,6.0,4.0,2.0,73.0,2.0,10.0,13.0,1.0,14.0,4.0,37.0,6.0,3.0,3.0,34.0,25.0,12.0,2.0,4.0,0.0
MISSOURI,Cities,Wellington,809.0,50.0,8.0,33.0,11.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,25.5,5.0,38.0,2.0,13.0,6.0,6.0,4.0,2.0,73.0,2.0,10.0,13.0,1.0,14.0,4.0,37.0,6.0,3.0,3.0,34.0,25.0,12.0,2.0,4.0,0.0
MISSOURI,Nonmetropolitan Counties,Laclede,5227.0,212.0,81.0,86.0,45.0,2.0,18.0,4.0,2.0,14.0,2.0,2.0,4.0,73.0,1.0,92.0,2.0,8.0,6.0,3.0,2.0,3.0,189.0,2.0,2.0,53.0,1.0,17.0,8.0,109.0,20.0,3.0,10.0,118.0,60.0,58.0,2.0,19.0,1315.0
MISSOURI,Nonmetropolitan Counties,Ste. Genevieve,5227.0,130.0,46.0,79.0,5.0,2.0,5.0,3.0,1.0,1.0,2.0,2.0,1.0,26.0,4.0,58.0,2.0,5.0,2.0,2.0,4.0,1.0,81.0,2.0,3.0,27.0,1.0,5.0,2.0,30.0,7.0,3.0,3.0,112.0,68.0,44.0,2.0,3.0,772.0
MONTANA,Cities,Baker,1792.0,10.0,8.0,10.0,11.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,22.0,2.0,4.0,4.0,6.0,4.0,2.0,18.0,2.0,10.0,3.0,1.0,4.0,2.0,9.0,6.0,3.0,3.0,7.0,4.0,3.0,2.0,4.0,108.0
MONTANA,Cities,Belgrade,7601.0,87.0,12.0,71.0,4.0,2.0,18.0,5.0,2.0,13.0,1.0,1.0,5.0,28.0,6.0,78.0,1.0,13.0,8.0,6.0,5.0,2.0,193.0,2.0,10.0,25.0,1.0,33.0,5.0,130.0,9.0,1.0,3.0,58.0,27.0,31.0,1.0,4.0,871.0
MONTANA,Cities,Billings,106371.0,1302.0,261.0,1028.0,13.0,51.0,118.0,39.0,8.0,65.0,11.0,11.0,14.0,774.0,91.0,1793.0,2.0,192.0,166.0,6.0,26.0,2.0,3657.0,2.0,669.0,656.0,1.0,1231.0,122.0,979.0,414.0,68.0,4.0,779.0,373.0,406.0,2.0,32.0,15365.0
MONTANA,Cities,Boulder,1189.0,13.0,2.0,11.0,11.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,25.5,1.0,4.0,2.0,13.0,6.0,6.0,4.0,2.0,8.0,2.0,1.0,1.0,1.0,4.0,4.0,2.0,6.0,3.0,3.0,34.0,25.0,12.0,2.0,4.0,50.0
MONTANA,Cities,Bozeman,38289.0,337.0,59.0,256.0,22.0,10.0,65.0,31.0,4.0,30.0,5.0,1.0,7.0,136.0,27.0,624.0,1.0,103.0,22.0,47.0,34.0,2.0,1174.0,1.0,224.0,179.0,1.0,265.0,15.0,486.0,57.0,8.0,3.0,233.0,128.0,105.0,2.0,10.0,4728.0
MONTANA,Cities,Bridger,709.0,9.0,1.0,6.0,2.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,6.0,2.0,1.0,1.0,6.0,4.0,2.0,5.0,2.0,10.0,2.0,1.0,14.0,1.0,2.0,6.0,3.0,3.0,34.0,25.0,12.0,2.0,4.0,39.0
MONTANA,Cities,Colstrip,2264.0,9.0,2.0,7.0,11.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,17.0,1.0,2.0,1.0,1.0,4.0,2.0,12.0,2.0,2.0,2.0,1.0,2.0,4.0,6.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,77.0
MONTANA,Cities,Columbia Falls,4740.0,58.0,4.0,53.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,53.0,2.0,8.0,6.0,2.0,6.0,2.0,124.0,2.0,18.0,17.0,1.0,24.0,3.0,57.0,3.0,3.0,3.0,32.0,17.0,15.0,2.0,3.0,516.0
MONTANA,Cities,Columbus,1909.0,31.0,7.0,14.0,10.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,5.0,21.0,1.0,2.0,1.0,1.0,4.0,2.0,32.0,2.0,10.0,15.0,1.0,5.0,4.0,12.0,2.0,1.0,3.0,6.0,4.0,2.0,2.0,1.0,175.0
MONTANA,Cities,Conrad,2634.0,40.0,8.0,32.0,11.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,27.0,2.0,3.0,1.0,1.0,1.0,2.0,32.0,2.0,10.0,6.0,1.0,2.0,1.0,23.0,2.0,3.0,3.0,11.0,6.0,5.0,2.0,2.0,207.0
MONTANA,Cities,Cut Bank,2939.0,72.0,13.0,59.0,11.0,2.0,5.0,2.0,2.0,3.0,1.0,1.0,2.0,31.0,3.0,47.0,2.0,5.0,4.0,6.0,1.0,2.0,86.0,2.0,19.0,24.0,1.0,17.0,3.0,22.0,3.0,3.0,1.0,39.0,27.0,12.0,2.0,2.0,505.0
MONTANA,Cities,Dillon,4142.0,24.0,4.0,20.0,11.0,1.0,6.0,3.0,4.0,2.0,2.0,2.0,2.0,5.0,5.0,22.0,2.0,2.0,2.0,6.0,4.0,2.0,37.0,2.0,9.0,4.0,1.0,4.0,2.0,18.0,4.0,3.0,3.0,28.0,14.0,14.0,2.0,1.0,229.0
MONTANA,Cities,East Helena,2055.0,22.0,1.0,21.0,11.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,8.0,2.0,1.0,1.0,6.0,4.0,2.0,11.0,2.0,1.0,1.0,1.0,4.0,4.0,5.0,4.0,3.0,3.0,10.0,6.0,4.0,2.0,4.0,106.0
MONTANA,Cities,Ennis,841.0,1.0,8.0,1.0,11.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,25.5,5.0,1.0,2.0,4.0,2.0,6.0,2.0,2.0,2.0,2.0,10.0,1.0,1.0,14.0,4.0,1.0,6.0,3.0,3.0,5.0,3.0,2.0,2.0,4.0,25.0
MONTANA,Cities,Eureka,1038.0,13.0,8.0,13.0,11.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,13.0,2.0,1.0,1.0,6.0,4.0,2.0,25.0,2.0,10.0,2.0,1.0,1.0,1.0,21.0,2.0,3.0,3.0,6.0,2.0,4.0,2.0,4.0,115.0
MONTANA,Cities,Fort Benton,1470.0,9.0,5.0,4.0,11.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,25.5,1.0,10.0,2.0,1.0,6.0,6.0,1.0,2.0,9.0,2.0,10.0,13.0,1.0,14.0,4.0,9.0,2.0,3.0,3.0,34.0,25.0,12.0,2.0,1.0,52.0
MONTANA,Cities,Glasgow,3324.0,52.0,3.0,43.0,6.0,1.0,5.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,82.0,2.0,2.0,2.0,6.0,4.0,2.0,34.0,2.0,10.0,12.0,1.0,2.0,4.0,20.0,5.0,3.0,3.0,16.0,10.0,6.0,2.0,3.0,316.0
MONTANA,Cities,Glendive,4981.0,59.0,11.0,43.0,5.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,29.0,3.0,94.0,3.0,55.0,40.0,6.0,15.0,2.0,159.0,1.0,9.0,19.0,1.0,49.0,3.0,76.0,8.0,3.0,3.0,50.0,27.0,23.0,1.0,2.0,798.0
MONTANA,Cities,Great Falls,59360.0,775.0,115.0,656.0,4.0,23.0,32.0,10.0,2.0,20.0,3.0,1.0,15.0,321.0,35.0,1135.0,22.0,44.0,38.0,4.0,2.0,2.0,2381.0,2.0,791.0,48.0,2.0,538.0,181.0,821.0,131.0,25.0,5.0,340.0,172.0,168.0,2.0,21.0,8886.0
MONTANA,Cities,Hamilton,4404.0,98.0,25.0,71.0,2.0,2.0,14.0,3.0,1.0,10.0,1.0,1.0,3.0,22.0,2.0,114.0,3.0,47.0,36.0,6.0,11.0,2.0,216.0,3.0,24.0,40.0,1.0,60.0,1.0,87.0,8.0,3.0,1.0,69.0,46.0,23.0,2.0,1.0,1052.0
MONTANA,Cities,Havre,9667.0,248.0,46.0,196.0,6.0,8.0,40.0,15.0,2.0,23.0,4.0,4.0,8.0,28.0,9.0,227.0,1.0,21.0,15.0,6.0,6.0,2.0,405.0,2.0,51.0,36.0,1.0,60.0,10.0,248.0,25.0,1.0,3.0,98.0,47.0,51.0,2.0,5.0,1947.0
MONTANA,Cities,Helena,28791.0,438.0,89.0,326.0,23.0,15.0,91.0,28.0,4.0,59.0,2.0,2.0,11.0,123.0,37.0,481.0,10.0,109.0,58.0,31.0,20.0,2.0,891.0,10.0,255.0,107.0,1.0,211.0,17.0,290.0,33.0,12.0,2.0,283.0,154.0,129.0,1.0,19.0,4376.0
MONTANA,Cities,Hot Springs,549.0,18.0,3.0,14.0,1.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,1.0,6.0,6.0,4.0,2.0,16.0,2.0,10.0,7.0,1.0,1.0,4.0,8.0,6.0,3.0,3.0,7.0,3.0,4.0,2.0,1.0,92.0
MONTANA,Cities,Joliet,597.0,50.0,8.0,33.0,11.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,25.5,5.0,3.0,2.0,13.0,6.0,6.0,4.0,2.0,73.0,2.0,10.0,13.0,1.0,14.0,4.0,37.0,6.0,3.0,3.0,34.0,25.0,12.0,2.0,4.0,3.0
MONTANA,Cities,Kalispell,20147.0,262.0,44.0,211.0,7.0,10.0,26.0,17.0,1.0,8.0,4.0,4.0,2.0,90.0,15.0,406.0,6.0,60.0,26.0,23.0,10.0,2.0,786.0,1.0,179.0,122.0,2.0,245.0,20.0,216.0,34.0,7.0,2.0,333.0,171.0,162.0,1.0,8.0,3525.0
MONTANA,Cities,Laurel,6861.0,87.0,10.0,77.0,11.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,3.0,18.0,5.0,117.0,2.0,9.0,2.0,2.0,5.0,2.0,155.0,4.0,20.0,10.0,1.0,47.0,10.0,64.0,16.0,3.0,5.0,50.0,25.0,25.0,2.0,4.0,768.0
MONTANA,Cities,Lewistown,5899.0,45.0,14.0,28.0,3.0,2.0,20.0,3.0,2.0,17.0,2.0,2.0,1.0,5.0,2.0,56.0,2.0,10.0,6.0,6.0,4.0,2.0,71.0,2.0,10.0,4.0,1.0,22.0,4.0,45.0,7.0,3.0,3.0,4.0,1.0,3.0,2.0,4.0,375.0
MONTANA,Cities,Libby,2630.0,39.0,4.0,35.0,11.0,1.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,7.0,5.0,27.0,1.0,2.0,2.0,6.0,4.0,2.0,61.0,2.0,16.0,13.0,1.0,7.0,1.0,21.0,3.0,3.0,1.0,7.0,2.0,5.0,2.0,1.0,259.0
MONTANA,Cities,Livingston,7017.0,102.0,20.0,79.0,3.0,3.0,6.0,3.0,2.0,3.0,2.0,1.0,1.0,15.0,5.0,74.0,2.0,4.0,1.0,2.0,1.0,2.0,119.0,2.0,21.0,15.0,1.0,23.0,4.0,56.0,10.0,1.0,3.0,118.0,65.0,53.0,2.0,2.0,808.0
MONTANA,Cities,Manhattan,1564.0,11.0,8.0,10.0,1.0,2.0,5.0,3.0,2.0,5.0,2.0,2.0,1.0,3.0,5.0,11.0,2.0,3.0,2.0,6.0,1.0,2.0,14.0,2.0,2.0,13.0,1.0,2.0,2.0,8.0,1.0,3.0,3.0,6.0,2.0,4.0,1.0,4.0,97.0
MONTANA,Cities,Miles City,8497.0,96.0,19.0,76.0,1.0,4.0,6.0,3.0,2.0,3.0,2.0,2.0,2.0,15.0,6.0,122.0,1.0,21.0,11.0,4.0,5.0,2.0,180.0,5.0,34.0,3.0,1.0,16.0,1.0,121.0,12.0,3.0,3.0,39.0,20.0,19.0,1.0,6.0,855.0
MONTANA,Cities,Missoula,67758.0,968.0,163.0,766.0,39.0,17.0,100.0,25.0,6.0,67.0,5.0,3.0,10.0,373.0,54.0,1207.0,23.0,225.0,101.0,83.0,37.0,2.0,2592.0,1.0,674.0,418.0,5.0,653.0,115.0,723.0,108.0,33.0,1.0,614.0,326.0,288.0,1.0,28.0,10873.0
MONTANA,Cities,Plains,1057.0,11.0,2.0,9.0,11.0,2.0,6.0,3.0,2.0,4.0,1.0,1.0,2.0,25.5,2.0,9.0,2.0,2.0,6.0,6.0,2.0,2.0,9.0,2.0,1.0,2.0,1.0,14.0,1.0,5.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,66.0
MONTANA,Cities,Polson,4555.0,130.0,20.0,108.0,2.0,3.0,6.0,3.0,2.0,1.0,2.0,2.0,3.0,25.0,21.0,188.0,5.0,13.0,10.0,1.0,2.0,2.0,228.0,5.0,44.0,24.0,1.0,49.0,9.0,95.0,15.0,3.0,1.0,79.0,41.0,38.0,2.0,6.0,1179.0
MONTANA,Cities,Red Lodge,2129.0,27.0,10.0,15.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,5.0,36.0,2.0,4.0,2.0,6.0,2.0,2.0,58.0,2.0,3.0,5.0,1.0,3.0,1.0,46.0,4.0,3.0,3.0,19.0,10.0,9.0,2.0,4.0,278.0
MONTANA,Cities,Ronan City,1896.0,54.0,17.0,35.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,11.0,2.0,20.0,2.0,5.0,3.0,6.0,1.0,2.0,87.0,2.0,21.0,18.0,1.0,24.0,5.0,19.0,4.0,1.0,1.0,47.0,25.0,22.0,2.0,5.0,437.0
MONTANA,Cities,Sidney,5474.0,109.0,22.0,84.0,3.0,2.0,4.0,1.0,2.0,3.0,3.0,2.0,2.0,33.0,3.0,112.0,1.0,15.0,4.0,6.0,11.0,2.0,118.0,2.0,1.0,36.0,2.0,27.0,4.0,48.0,12.0,2.0,3.0,41.0,20.0,21.0,1.0,2.0,746.0
MONTANA,Cities,Stevensville,1833.0,18.0,7.0,10.0,1.0,2.0,4.0,1.0,2.0,3.0,1.0,2.0,1.0,4.0,1.0,10.0,2.0,4.0,4.0,6.0,4.0,2.0,14.0,2.0,2.0,3.0,1.0,2.0,1.0,6.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,4.0,105.0
MONTANA,Cities,St. Ignatius,855.0,3.0,2.0,1.0,11.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,13.0,6.0,6.0,4.0,2.0,13.0,2.0,1.0,3.0,1.0,3.0,4.0,6.0,6.0,3.0,3.0,5.0,3.0,2.0,2.0,4.0,47.0
MONTANA,Cities,Thompson Falls,1326.0,12.0,8.0,11.0,1.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,1.0,7.0,5.0,12.0,2.0,2.0,2.0,6.0,4.0,2.0,25.0,2.0,10.0,7.0,1.0,5.0,4.0,13.0,1.0,3.0,3.0,4.0,3.0,1.0,2.0,4.0,107.0
MONTANA,Cities,Troy,939.0,7.0,1.0,6.0,11.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,5.0,5.0,5.0,2.0,13.0,6.0,6.0,4.0,2.0,27.0,2.0,5.0,7.0,1.0,4.0,4.0,7.0,6.0,3.0,3.0,8.0,6.0,2.0,2.0,4.0,96.0
MONTANA,Cities,West Yellowstone,1307.0,9.0,2.0,7.0,11.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,25.5,1.0,1.0,2.0,1.0,1.0,6.0,4.0,2.0,7.0,2.0,1.0,3.0,1.0,1.0,4.0,1.0,6.0,3.0,3.0,34.0,25.0,12.0,2.0,4.0,40.0
MONTANA,Cities,Whitefish,6428.0,67.0,12.0,54.0,1.0,4.0,9.0,4.0,1.0,4.0,2.0,2.0,2.0,14.0,2.0,99.0,2.0,24.0,12.0,8.0,4.0,2.0,158.0,2.0,17.0,25.0,1.0,49.0,4.0,62.0,9.0,1.0,3.0,37.0,20.0,17.0,2.0,1.0,720.0
MONTANA,Cities,Wolf Point,2664.0,112.0,17.0,95.0,11.0,2.0,7.0,5.0,2.0,2.0,2.0,2.0,2.0,41.0,10.0,68.0,2.0,2.0,1.0,1.0,4.0,2.0,155.0,2.0,55.0,21.0,1.0,14.0,3.0,62.0,4.0,1.0,3.0,6.0,5.0,1.0,2.0,2.0,692.0
MONTANA,Universities and Colleges,Montana State University,13671.0,22.0,4.0,17.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,18.0,20.0,16.0,128.0,2.0,27.0,24.0,3.0,4.0,2.0,220.0,2.0,4.0,47.0,1.0,35.0,3.0,131.0,2.0,3.0,2.0,150.0,78.0,72.0,2.0,4.0,1028.0
MONTANA,Universities and Colleges,University of Montana,15669.0,50.0,8.0,33.0,11.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,5.0,38.0,2.0,13.0,6.0,6.0,4.0,2.0,93.0,2.0,3.0,30.0,1.0,11.0,4.0,49.0,6.0,3.0,3.0,44.0,24.0,20.0,2.0,4.0,315.0
MONTANA,Metropolitan Counties,Carbon,5227.0,26.0,12.0,10.0,4.0,2.0,10.0,1.0,2.0,9.0,2.0,2.0,2.0,12.0,2.0,34.0,2.0,14.0,5.0,6.0,9.0,2.0,31.0,2.0,10.0,7.0,1.0,2.0,1.0,21.0,5.0,3.0,3.0,37.0,17.0,20.0,2.0,1.0,290.0
MONTANA,Metropolitan Counties,Cascade,5227.0,120.0,32.0,86.0,2.0,2.0,10.0,6.0,2.0,4.0,1.0,2.0,2.0,71.0,7.0,186.0,2.0,17.0,8.0,5.0,4.0,2.0,252.0,1.0,3.0,38.0,1.0,55.0,10.0,145.0,28.0,1.0,3.0,61.0,30.0,31.0,2.0,4.0,1223.0
MONTANA,Metropolitan Counties,Golden Valley,5227.0,6.0,2.0,4.0,11.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,13.0,6.0,6.0,4.0,2.0,73.0,2.0,10.0,13.0,1.0,14.0,4.0,37.0,6.0,3.0,3.0,1.0,1.0,12.0,2.0,4.0,20.0
MONTANA,Metropolitan Counties,Missoula,5227.0,293.0,79.0,194.0,20.0,15.0,46.0,16.0,1.0,29.0,5.0,1.0,7.0,81.0,14.0,245.0,1.0,62.0,37.0,7.0,18.0,2.0,388.0,2.0,15.0,64.0,1.0,99.0,14.0,194.0,39.0,5.0,1.0,213.0,119.0,94.0,2.0,3.0,2426.0
MONTANA,Metropolitan Counties,Yellowstone,5227.0,260.0,50.0,209.0,1.0,3.0,35.0,1.0,3.0,30.0,2.0,2.0,8.0,164.0,11.0,208.0,2.0,28.0,16.0,6.0,12.0,2.0,416.0,2.0,6.0,70.0,1.0,106.0,19.0,215.0,53.0,1.0,3.0,141.0,63.0,78.0,1.0,2.0,2213.0
MONTANA,Nonmetropolitan Counties,Beaverhead,5227.0,9.0,1.0,7.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,4.0,7.0,2.0,23.0,2.0,4.0,3.0,6.0,1.0,2.0,26.0,2.0,10.0,8.0,1.0,1.0,2.0,15.0,1.0,1.0,1.0,9.0,6.0,3.0,2.0,4.0,141.0
MONTANA,Nonmetropolitan Counties,Blaine,5227.0,35.0,18.0,14.0,3.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,19.0,2.0,13.0,6.0,6.0,4.0,2.0,22.0,2.0,4.0,4.0,1.0,2.0,4.0,12.0,2.0,3.0,3.0,8.0,4.0,4.0,2.0,4.0,158.0
MONTANA,Nonmetropolitan Counties,Broadwater,5227.0,49.0,14.0,35.0,11.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,5.0,42.0,2.0,2.0,1.0,6.0,1.0,2.0,42.0,1.0,4.0,6.0,1.0,6.0,4.0,25.0,2.0,3.0,1.0,40.0,23.0,17.0,2.0,4.0,322.0
MONTANA,Nonmetropolitan Counties,Carter,5227.0,1.0,8.0,1.0,11.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,5.0,1.0,2.0,13.0,6.0,6.0,4.0,2.0,1.0,2.0,10.0,13.0,1.0,14.0,4.0,1.0,6.0,3.0,3.0,34.0,25.0,12.0,2.0,4.0,6.0
MONTANA,Nonmetropolitan Counties,Chouteau,5227.0,9.0,1.0,2.0,6.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,5.0,5.0,2.0,1.0,6.0,6.0,1.0,2.0,9.0,2.0,10.0,5.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,53.0
MONTANA,Nonmetropolitan Counties,Custer,5227.0,11.0,2.0,9.0,11.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,5.0,32.0,2.0,13.0,6.0,6.0,4.0,2.0,29.0,2.0,10.0,2.0,1.0,6.0,1.0,20.0,5.0,3.0,3.0,6.0,2.0,4.0,2.0,4.0,134.0
MONTANA,Nonmetropolitan Counties,Daniels,5227.0,3.0,2.0,1.0,11.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,25.5,5.0,5.0,2.0,13.0,6.0,6.0,4.0,2.0,5.0,2.0,3.0,2.0,1.0,14.0,4.0,37.0,6.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,29.0
MONTANA,Nonmetropolitan Counties,Dawson,5227.0,31.0,7.0,23.0,1.0,2.0,4.0,3.0,2.0,4.0,1.0,2.0,2.0,14.0,1.0,55.0,2.0,25.0,18.0,2.0,5.0,2.0,84.0,1.0,6.0,10.0,1.0,22.0,7.0,37.0,9.0,3.0,2.0,20.0,12.0,8.0,2.0,2.0,413.0
MONTANA,Nonmetropolitan Counties,Deer Lodge,5227.0,95.0,21.0,72.0,2.0,1.0,15.0,7.0,1.0,7.0,2.0,2.0,2.0,13.0,2.0,74.0,3.0,7.0,3.0,1.0,3.0,2.0,158.0,2.0,14.0,25.0,1.0,31.0,7.0,81.0,8.0,3.0,3.0,41.0,20.0,21.0,2.0,3.0,742.0
MONTANA,Nonmetropolitan Counties,Fallon,5227.0,4.0,8.0,4.0,11.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,25.5,1.0,1.0,2.0,1.0,6.0,6.0,1.0,2.0,4.0,2.0,10.0,2.0,1.0,14.0,4.0,2.0,6.0,3.0,3.0,34.0,25.0,12.0,2.0,4.0,20.0
MONTANA,Nonmetropolitan Counties,Fergus,5227.0,29.0,11.0,14.0,4.0,2.0,6.0,1.0,2.0,5.0,2.0,2.0,1.0,12.0,2.0,31.0,2.0,3.0,2.0,6.0,1.0,2.0,46.0,2.0,10.0,7.0,1.0,5.0,3.0,27.0,4.0,3.0,3.0,10.0,6.0,4.0,2.0,4.0,238.0
MONTANA,Nonmetropolitan Counties,Flathead,5227.0,404.0,133.0,250.0,21.0,2.0,45.0,13.0,4.0,28.0,2.0,2.0,8.0,261.0,37.0,362.0,2.0,91.0,32.0,12.0,46.0,2.0,949.0,2.0,26.0,125.0,3.0,249.0,27.0,519.0,66.0,5.0,3.0,210.0,120.0,90.0,2.0,1.0,4145.0
MONTANA,Nonmetropolitan Counties,Gallatin,5227.0,144.0,35.0,96.0,13.0,1.0,53.0,17.0,2.0,33.0,3.0,2.0,8.0,54.0,8.0,195.0,3.0,48.0,7.0,26.0,15.0,2.0,320.0,1.0,1.0,64.0,1.0,73.0,4.0,177.0,17.0,1.0,3.0,142.0,101.0,41.0,2.0,2.0,1715.0
MONTANA,Nonmetropolitan Counties,Garfield,5227.0,2.0,8.0,2.0,11.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,5.0,38.0,2.0,13.0,6.0,6.0,4.0,2.0,1.0,2.0,10.0,1.0,1.0,14.0,4.0,37.0,6.0,3.0,3.0,34.0,25.0,12.0,2.0,4.0,7.0
MONTANA,Nonmetropolitan Counties,Glacier,5227.0,91.0,32.0,57.0,2.0,1.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,9.0,5.0,31.0,2.0,1.0,1.0,6.0,4.0,2.0,54.0,3.0,7.0,10.0,1.0,6.0,2.0,26.0,8.0,3.0,3.0,56.0,34.0,22.0,2.0,3.0,458.0
MONTANA,Nonmetropolitan Counties,Granite,5227.0,16.0,8.0,16.0,11.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,22.0,2.0,5.0,3.0,1.0,1.0,2.0,46.0,2.0,10.0,7.0,1.0,4.0,1.0,34.0,2.0,3.0,3.0,7.0,5.0,2.0,2.0,4.0,182.0
MONTANA,Nonmetropolitan Counties,Hill,5227.0,86.0,21.0,60.0,5.0,4.0,5.0,1.0,2.0,4.0,2.0,2.0,3.0,12.0,7.0,70.0,1.0,7.0,4.0,6.0,3.0,2.0,144.0,2.0,52.0,11.0,1.0,16.0,1.0,64.0,11.0,3.0,1.0,58.0,31.0,27.0,2.0,3.0,718.0
